holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,road_name
None,299.15,0.0,0.0,77,Clear,sky is clear,2021-01-06 18:00:00,6832,Andheri-Kurla Road
None,296.33,0.0,0.0,85,Clouds,broken clouds,2021-01-06 19:00:00,5431,Jogeshwari-Vikhroli Link Road
None,296.13,0.0,0.0,100,Haze,haze,2021-01-06 20:00:00,6850,SV Road
None,297.46,0.0,0.0,23,Clear,sky is clear,2021-01-06 21:00:00,3152,Western Express Highway
None,299.93,0.0,0.0,78,Mist,mist,2021-01-06 22:00:00,2164,Western Express Highway
None,297.64,0.0,0.0,10,Clouds,broken clouds,2021-01-06 23:00:00,3009,Eastern Express Highway
None,296.23,0.0,0.0,26,Haze,haze,2021-01-07 00:00:00,272,Eastern Express Highway
None,298.1,0.0,0.0,2,Haze,haze,2021-01-07 01:00:00,750,NH-48 Mumbai-Pune
None,297.98,0.0,0.0,44,Clouds,broken clouds,2021-01-07 02:00:00,508,SV Road
None,299.69,0.0,0.0,13,Clouds,broken clouds,2021-01-07 03:00:00,297,Sion-Panvel Highway
Ganesh Chaturthi,296.59,0.0,0.0,0,Haze,haze,2021-01-07 04:00:00,397,NH-48 Mumbai-Pune
None,298.0,0.0,0.0,30,Clear,sky is clear,2021-01-07 05:00:00,3409,Western Express Highway
None,297.37,0.0,0.0,52,Haze,haze,2021-01-07 06:00:00,1724,Jogeshwari-Vikhroli Link Road
None,298.6,0.0,0.0,88,Haze,haze,2021-01-07 07:00:00,2052,NH-48 Mumbai-Pune
None,296.77,0.0,0.0,24,Clear,sky is clear,2021-01-07 08:00:00,5458,SV Road
None,299.01,0.0,0.0,99,Clear,sky is clear,2021-01-07 09:00:00,4592,LBS Marg
None,299.27,0.0,0.0,32,Mist,mist,2021-01-07 10:00:00,6621,SV Road
None,297.11,0.0,0.0,22,Clear,sky is clear,2021-01-07 11:00:00,2974,Jogeshwari-Vikhroli Link Road
None,297.93,0.0,0.0,16,Clear,sky is clear,2021-01-07 12:00:00,2367,Western Express Highway
None,299.03,0.0,0.0,42,Clouds,broken clouds,2021-01-07 13:00:00,1893,NH-48 Mumbai-Pune
None,299.0,0.0,0.0,32,Clouds,overcast clouds,2021-01-07 14:00:00,3320,SV Road
None,299.76,0.0,0.0,4,Mist,mist,2021-01-07 15:00:00,2108,Jogeshwari-Vikhroli Link Road
Ganesh Chaturthi,298.56,0.0,0.0,97,Clear,sky is clear,2021-01-07 16:00:00,765,Sion-Panvel Highway
None,297.66,0.0,0.0,25,Clouds,overcast clouds,2021-01-07 17:00:00,5421,Jogeshwari-Vikhroli Link Road
None,296.08,0.0,0.0,21,Clouds,overcast clouds,2021-01-07 18:00:00,6104,SV Road
None,296.74,0.0,0.0,43,Clouds,broken clouds,2021-01-07 19:00:00,7316,Andheri-Kurla Road
None,299.41,0.0,0.0,66,Clouds,overcast clouds,2021-01-07 20:00:00,7087,NH-48 Mumbai-Pune
None,299.36,0.0,0.0,21,Clouds,broken clouds,2021-01-07 21:00:00,3238,SV Road
None,299.39,0.0,0.0,3,Clouds,overcast clouds,2021-01-07 22:00:00,2416,LBS Marg
None,299.74,0.0,0.0,81,Haze,haze,2021-01-07 23:00:00,1971,Sion-Panvel Highway
Holi,298.07,0.0,0.0,28,Clear,sky is clear,2021-01-08 00:00:00,273,Western Express Highway
None,298.11,0.0,0.0,93,Haze,haze,2021-01-08 01:00:00,386,LBS Marg
None,299.15,0.0,0.0,92,Clouds,broken clouds,2021-01-08 02:00:00,512,Western Express Highway
Ganesh Chaturthi,296.05,0.0,0.0,17,Clouds,overcast clouds,2021-01-08 03:00:00,196,Western Express Highway
None,296.9,0.0,0.0,81,Haze,haze,2021-01-08 04:00:00,581,Andheri-Kurla Road
None,299.68,0.0,0.0,4,Clouds,overcast clouds,2021-01-08 05:00:00,1698,LBS Marg
None,297.26,0.0,0.0,69,Clouds,broken clouds,2021-01-08 06:00:00,2350,Link Road
None,298.26,0.0,0.0,52,Clouds,broken clouds,2021-01-08 07:00:00,2268,Ghodbunder Road
None,298.92,0.0,0.0,9,Mist,mist,2021-01-08 08:00:00,6720,Jogeshwari-Vikhroli Link Road
None,298.78,0.0,0.0,28,Clear,sky is clear,2021-01-08 09:00:00,5703,Andheri-Kurla Road
None,299.21,0.0,0.0,89,Clouds,broken clouds,2021-01-08 10:00:00,6539,Link Road
None,297.99,0.0,0.0,74,Clouds,overcast clouds,2021-01-08 11:00:00,2609,LBS Marg
None,296.84,0.0,0.0,67,Mist,mist,2021-01-08 12:00:00,2314,Eastern Express Highway
None,299.8,0.0,0.0,38,Clouds,broken clouds,2021-01-08 13:00:00,3159,Ghodbunder Road
None,296.14,0.0,0.0,33,Clouds,overcast clouds,2021-01-08 14:00:00,2545,Link Road
None,296.69,0.0,0.0,58,Haze,haze,2021-01-08 15:00:00,2887,SV Road
Diwali,299.95,0.0,0.0,9,Clear,sky is clear,2021-01-08 16:00:00,1655,Andheri-Kurla Road
None,296.13,0.0,0.0,82,Clouds,overcast clouds,2021-01-08 17:00:00,6625,Jogeshwari-Vikhroli Link Road
None,297.41,0.0,0.0,61,Haze,haze,2021-01-08 18:00:00,7445,Andheri-Kurla Road
None,299.57,0.0,0.0,44,Clouds,broken clouds,2021-01-08 19:00:00,6016,Ghodbunder Road
None,297.04,0.0,0.0,72,Clouds,broken clouds,2021-01-08 20:00:00,7460,Andheri-Kurla Road
None,297.3,0.0,0.0,42,Clear,sky is clear,2021-01-08 21:00:00,1817,LBS Marg
None,298.82,0.0,0.0,76,Clear,sky is clear,2021-01-08 22:00:00,2497,Andheri-Kurla Road
None,297.6,0.0,0.0,57,Haze,haze,2021-01-08 23:00:00,2872,SV Road
None,299.05,0.0,0.0,72,Clouds,overcast clouds,2021-01-09 00:00:00,217,Sion-Panvel Highway
None,299.09,0.0,0.0,39,Clear,sky is clear,2021-01-09 01:00:00,296,NH-48 Mumbai-Pune
None,298.33,0.0,0.0,65,Clouds,broken clouds,2021-01-09 02:00:00,444,SV Road
None,296.66,0.0,0.0,82,Clouds,overcast clouds,2021-01-09 03:00:00,209,Jogeshwari-Vikhroli Link Road
None,299.01,0.0,0.0,78,Clouds,broken clouds,2021-01-09 04:00:00,1172,Sion-Panvel Highway
None,299.04,0.0,0.0,88,Haze,haze,2021-01-09 05:00:00,1916,Link Road
None,298.76,0.0,0.0,99,Clouds,overcast clouds,2021-01-09 06:00:00,1894,Ghodbunder Road
None,299.33,0.0,0.0,16,Clouds,broken clouds,2021-01-09 07:00:00,2089,Eastern Express Highway
None,296.35,0.0,0.0,32,Mist,mist,2021-01-09 08:00:00,2358,Eastern Express Highway
Independence Day,298.19,0.0,0.0,63,Mist,mist,2021-01-09 09:00:00,1016,Eastern Express Highway
None,298.86,0.0,0.0,91,Clear,sky is clear,2021-01-09 10:00:00,2474,Sion-Panvel Highway
None,298.29,0.0,0.0,2,Clouds,overcast clouds,2021-01-09 11:00:00,3158,Andheri-Kurla Road
None,298.31,0.0,0.0,74,Mist,mist,2021-01-09 12:00:00,4094,NH-48 Mumbai-Pune
None,298.53,0.0,0.0,15,Clear,sky is clear,2021-01-09 13:00:00,3345,Andheri-Kurla Road
None,297.56,0.0,0.0,56,Clouds,broken clouds,2021-01-09 14:00:00,3732,Andheri-Kurla Road
None,296.33,0.0,0.0,67,Clouds,broken clouds,2021-01-09 15:00:00,2158,Ghodbunder Road
None,298.57,0.0,0.0,3,Haze,haze,2021-01-09 16:00:00,2522,Western Express Highway
None,296.94,0.0,0.0,28,Clouds,overcast clouds,2021-01-09 17:00:00,2160,Ghodbunder Road
None,299.92,6.23,0.0,22,Thunderstorm,thunderstorm with rain,2021-01-09 18:00:00,2708,Western Express Highway
None,299.03,0.0,0.0,69,Clouds,broken clouds,2021-01-09 19:00:00,2367,Andheri-Kurla Road
None,298.62,0.0,0.0,22,Haze,haze,2021-01-09 20:00:00,1205,Sion-Panvel Highway
None,298.61,0.0,0.0,1,Clear,sky is clear,2021-01-09 21:00:00,1905,Link Road
None,299.36,0.0,0.0,94,Clouds,broken clouds,2021-01-09 22:00:00,2226,Jogeshwari-Vikhroli Link Road
None,296.07,0.0,0.0,85,Clouds,overcast clouds,2021-01-09 23:00:00,1554,Link Road
None,296.6,0.0,0.0,28,Clouds,broken clouds,2021-01-10 00:00:00,356,NH-48 Mumbai-Pune
Republic Day,297.12,0.0,0.0,50,Haze,haze,2021-01-10 01:00:00,187,Eastern Express Highway
Holi,298.87,0.0,0.0,88,Mist,mist,2021-01-10 02:00:00,94,Eastern Express Highway
None,296.32,0.0,0.0,48,Mist,mist,2021-01-10 03:00:00,429,NH-48 Mumbai-Pune
None,296.82,0.0,0.0,18,Haze,haze,2021-01-10 04:00:00,1684,Sion-Panvel Highway
None,296.56,0.0,0.0,48,Clouds,broken clouds,2021-01-10 05:00:00,2732,Sion-Panvel Highway
None,299.81,0.0,0.0,60,Mist,mist,2021-01-10 06:00:00,1961,SV Road
None,296.41,0.0,0.0,79,Clouds,broken clouds,2021-01-10 07:00:00,2500,Jogeshwari-Vikhroli Link Road
None,297.49,0.0,0.0,5,Haze,haze,2021-01-10 08:00:00,2164,Western Express Highway
None,297.72,0.0,0.0,48,Clouds,overcast clouds,2021-01-10 09:00:00,2053,Andheri-Kurla Road
None,296.98,0.0,0.0,80,Mist,mist,2021-01-10 10:00:00,1250,Western Express Highway
Diwali,297.74,0.0,0.0,70,Clouds,overcast clouds,2021-01-10 11:00:00,1965,Link Road
None,299.92,0.0,0.0,42,Mist,mist,2021-01-10 12:00:00,3628,LBS Marg
None,298.47,0.0,0.0,78,Clouds,broken clouds,2021-01-10 13:00:00,4313,Sion-Panvel Highway
None,297.56,0.0,0.0,73,Mist,mist,2021-01-10 14:00:00,3774,LBS Marg
None,298.93,0.0,0.0,88,Mist,mist,2021-01-10 15:00:00,2295,Eastern Express Highway
None,297.48,0.0,0.0,16,Clouds,overcast clouds,2021-01-10 16:00:00,2771,Sion-Panvel Highway
None,297.57,0.0,0.0,1,Mist,mist,2021-01-10 17:00:00,1162,Jogeshwari-Vikhroli Link Road
None,297.87,0.0,0.0,68,Clouds,overcast clouds,2021-01-10 18:00:00,1934,Western Express Highway
None,297.14,0.0,0.0,88,Clear,sky is clear,2021-01-10 19:00:00,2713,Andheri-Kurla Road
None,297.66,0.0,0.0,40,Haze,haze,2021-01-10 20:00:00,2413,Sion-Panvel Highway
Eid,297.54,0.0,0.0,24,Haze,haze,2021-01-10 21:00:00,1183,Ghodbunder Road
None,299.02,0.0,0.0,18,Mist,mist,2021-01-10 22:00:00,2811,LBS Marg
None,296.7,0.0,0.0,96,Clouds,overcast clouds,2021-01-10 23:00:00,1472,Western Express Highway
None,297.97,0.0,0.0,70,Mist,mist,2021-01-11 00:00:00,509,Western Express Highway
None,298.57,0.0,0.0,63,Clouds,broken clouds,2021-01-11 01:00:00,378,Eastern Express Highway
None,296.93,0.0,0.0,89,Haze,haze,2021-01-11 02:00:00,706,Sion-Panvel Highway
None,298.52,0.0,0.0,76,Clouds,overcast clouds,2021-01-11 03:00:00,332,LBS Marg
None,298.36,0.0,0.0,79,Clouds,broken clouds,2021-01-11 04:00:00,269,Western Express Highway
None,296.94,0.0,0.0,41,Clouds,overcast clouds,2021-01-11 05:00:00,2961,Andheri-Kurla Road
Diwali,296.03,0.0,0.0,6,Clouds,overcast clouds,2021-01-11 06:00:00,1472,Jogeshwari-Vikhroli Link Road
None,297.19,0.0,0.0,28,Clear,sky is clear,2021-01-11 07:00:00,1775,Ghodbunder Road
None,296.79,0.0,0.0,54,Mist,mist,2021-01-11 08:00:00,5481,NH-48 Mumbai-Pune
None,298.18,0.0,0.0,71,Haze,haze,2021-01-11 09:00:00,6747,Sion-Panvel Highway
None,296.06,13.7,0.0,71,Rain,light rain,2021-01-11 10:00:00,3765,Sion-Panvel Highway
None,299.0,0.0,0.0,89,Clouds,broken clouds,2021-01-11 11:00:00,2973,Andheri-Kurla Road
None,299.77,0.0,0.0,9,Haze,haze,2021-01-11 12:00:00,3320,SV Road
None,299.61,0.0,0.0,68,Clouds,overcast clouds,2021-01-11 13:00:00,2821,Eastern Express Highway
None,296.3,0.0,0.0,77,Mist,mist,2021-01-11 14:00:00,3135,LBS Marg
Holi,299.8,0.0,0.0,21,Clouds,broken clouds,2021-01-11 15:00:00,1510,Eastern Express Highway
None,298.48,0.0,0.0,91,Mist,mist,2021-01-11 16:00:00,2961,SV Road
None,298.71,0.0,0.0,82,Clouds,broken clouds,2021-01-11 17:00:00,5263,Western Express Highway
None,299.63,13.6,0.0,66,Thunderstorm,thunderstorm with rain,2021-01-11 18:00:00,4181,Western Express Highway
None,296.63,0.0,0.0,83,Clouds,broken clouds,2021-01-11 19:00:00,6228,Jogeshwari-Vikhroli Link Road
None,299.99,0.0,0.0,4,Clouds,broken clouds,2021-01-11 20:00:00,6095,Andheri-Kurla Road
None,296.49,0.0,0.0,26,Mist,mist,2021-01-11 21:00:00,2012,Andheri-Kurla Road
None,296.61,0.0,0.0,17,Clouds,overcast clouds,2021-01-11 22:00:00,1688,Andheri-Kurla Road
None,299.23,0.0,0.0,33,Mist,mist,2021-01-11 23:00:00,1588,Jogeshwari-Vikhroli Link Road
None,296.62,0.0,0.0,85,Mist,mist,2021-01-12 00:00:00,256,Eastern Express Highway
None,298.41,0.0,0.0,76,Clear,sky is clear,2021-01-12 01:00:00,499,Western Express Highway
None,298.56,0.0,0.0,98,Haze,haze,2021-01-12 02:00:00,445,LBS Marg
None,299.88,0.0,0.0,85,Clear,sky is clear,2021-01-12 03:00:00,508,LBS Marg
None,296.58,12.14,0.0,26,Rain,moderate rain,2021-01-12 04:00:00,216,Link Road
Independence Day,297.7,0.0,0.0,8,Clouds,overcast clouds,2021-01-12 05:00:00,1562,Jogeshwari-Vikhroli Link Road
None,299.14,0.0,0.0,78,Mist,mist,2021-01-12 06:00:00,3397,Jogeshwari-Vikhroli Link Road
Republic Day,297.71,0.0,0.0,72,Clouds,broken clouds,2021-01-12 07:00:00,1491,LBS Marg
None,299.48,0.0,0.0,63,Mist,mist,2021-01-12 08:00:00,4860,Ghodbunder Road
None,296.23,0.0,0.0,8,Clouds,overcast clouds,2021-01-12 09:00:00,6659,Western Express Highway
None,298.91,0.0,0.0,81,Mist,mist,2021-01-12 10:00:00,6084,Western Express Highway
None,297.38,0.0,0.0,71,Haze,haze,2021-01-12 11:00:00,3335,SV Road
None,296.48,0.0,0.0,65,Mist,mist,2021-01-12 12:00:00,2134,Western Express Highway
None,298.44,0.0,0.0,46,Clear,sky is clear,2021-01-12 13:00:00,1549,NH-48 Mumbai-Pune
None,297.49,6.01,0.0,75,Thunderstorm,thunderstorm with rain,2021-01-12 14:00:00,2472,Eastern Express Highway
None,298.99,5.19,0.0,97,Rain,light rain,2021-01-12 15:00:00,3219,Sion-Panvel Highway
None,296.09,0.0,0.0,71,Haze,haze,2021-01-12 16:00:00,2178,Jogeshwari-Vikhroli Link Road
None,299.71,0.0,0.0,21,Clouds,broken clouds,2021-01-12 17:00:00,6041,Ghodbunder Road
None,297.18,0.0,0.0,41,Clouds,broken clouds,2021-01-12 18:00:00,5716,Western Express Highway
None,298.73,0.0,0.0,61,Clouds,broken clouds,2021-01-12 19:00:00,5115,Western Express Highway
None,296.57,0.0,0.0,69,Clouds,overcast clouds,2021-01-12 20:00:00,5096,SV Road
None,297.75,0.0,0.0,94,Clear,sky is clear,2021-01-12 21:00:00,2469,SV Road
None,299.59,0.0,0.0,25,Mist,mist,2021-01-12 22:00:00,3246,Link Road
None,296.14,0.0,0.0,39,Clear,sky is clear,2021-01-12 23:00:00,1950,Andheri-Kurla Road
None,299.23,0.0,0.0,91,Clear,sky is clear,2021-01-13 00:00:00,786,Ghodbunder Road
None,296.6,0.0,0.0,85,Clouds,overcast clouds,2021-01-13 01:00:00,630,Andheri-Kurla Road
None,298.5,0.0,0.0,29,Clouds,broken clouds,2021-01-13 02:00:00,422,Western Express Highway
None,299.6,13.3,0.0,43,Thunderstorm,thunderstorm with rain,2021-01-13 03:00:00,427,Eastern Express Highway
None,296.47,0.0,0.0,30,Clouds,overcast clouds,2021-01-13 04:00:00,328,Link Road
None,298.41,0.0,0.0,84,Mist,mist,2021-01-13 05:00:00,3146,NH-48 Mumbai-Pune
None,298.39,0.0,0.0,83,Mist,mist,2021-01-13 06:00:00,3084,Andheri-Kurla Road
None,296.96,0.0,0.0,27,Clouds,broken clouds,2021-01-13 07:00:00,3285,NH-48 Mumbai-Pune
None,296.82,0.0,0.0,43,Clouds,overcast clouds,2021-01-13 08:00:00,5896,Ghodbunder Road
None,299.47,0.0,0.0,17,Clouds,broken clouds,2021-01-13 09:00:00,4573,Ghodbunder Road
None,297.5,0.0,0.0,96,Clouds,overcast clouds,2021-01-13 10:00:00,5126,NH-48 Mumbai-Pune
Republic Day,297.8,0.0,0.0,23,Clouds,broken clouds,2021-01-13 11:00:00,1155,Andheri-Kurla Road
None,297.3,0.0,0.0,76,Clouds,overcast clouds,2021-01-13 12:00:00,1732,Link Road
None,298.52,14.6,0.0,93,Rain,light rain,2021-01-13 13:00:00,2041,Ghodbunder Road
None,296.9,8.99,0.0,100,Rain,moderate rain,2021-01-13 14:00:00,2792,Link Road
None,296.24,0.0,0.0,92,Mist,mist,2021-01-13 15:00:00,3088,Sion-Panvel Highway
None,296.44,0.0,0.0,39,Clouds,broken clouds,2021-01-13 16:00:00,2381,NH-48 Mumbai-Pune
None,296.81,0.0,0.0,28,Clouds,overcast clouds,2021-01-13 17:00:00,6901,Sion-Panvel Highway
Christmas,299.45,0.0,0.0,63,Clear,sky is clear,2021-01-13 18:00:00,3618,LBS Marg
Dussehra,297.5,0.0,0.0,32,Clouds,broken clouds,2021-01-13 19:00:00,2567,Western Express Highway
None,296.54,0.0,0.0,90,Haze,haze,2021-01-13 20:00:00,5342,Ghodbunder Road
None,298.13,0.0,0.0,23,Clear,sky is clear,2021-01-13 21:00:00,3452,Jogeshwari-Vikhroli Link Road
None,298.99,13.42,0.0,62,Thunderstorm,thunderstorm with rain,2021-01-13 22:00:00,1764,Jogeshwari-Vikhroli Link Road
None,298.07,0.0,0.0,29,Clouds,broken clouds,2021-01-13 23:00:00,3419,Ghodbunder Road
None,298.69,0.0,0.0,55,Clouds,broken clouds,2021-01-14 00:00:00,508,Eastern Express Highway
None,298.34,0.0,0.0,38,Mist,mist,2021-01-14 01:00:00,485,Sion-Panvel Highway
None,299.5,0.0,0.0,23,Mist,mist,2021-01-14 02:00:00,626,NH-48 Mumbai-Pune
None,298.45,0.0,0.0,79,Clouds,broken clouds,2021-01-14 03:00:00,205,LBS Marg
None,297.38,0.0,0.0,94,Clouds,overcast clouds,2021-01-14 04:00:00,457,Western Express Highway
None,299.25,0.0,0.0,94,Clouds,broken clouds,2021-01-14 05:00:00,2092,Western Express Highway
None,296.88,0.0,0.0,14,Mist,mist,2021-01-14 06:00:00,2651,NH-48 Mumbai-Pune
None,299.67,0.0,0.0,66,Haze,haze,2021-01-14 07:00:00,1951,Andheri-Kurla Road
Eid,296.96,0.0,0.0,14,Clouds,broken clouds,2021-01-14 08:00:00,2542,Western Express Highway
None,298.44,0.0,0.0,6,Clear,sky is clear,2021-01-14 09:00:00,5409,Western Express Highway
None,298.43,0.0,0.0,1,Clouds,overcast clouds,2021-01-14 10:00:00,6839,SV Road
None,297.87,0.0,0.0,9,Clouds,broken clouds,2021-01-14 11:00:00,2016,Sion-Panvel Highway
Independence Day,298.02,0.0,0.0,29,Clouds,overcast clouds,2021-01-14 12:00:00,968,SV Road
None,297.2,0.0,0.0,43,Haze,haze,2021-01-14 13:00:00,3123,Western Express Highway
None,298.06,0.0,0.0,18,Mist,mist,2021-01-14 14:00:00,2643,Ghodbunder Road
None,296.39,0.0,0.0,58,Clouds,broken clouds,2021-01-14 15:00:00,3311,NH-48 Mumbai-Pune
None,297.31,0.0,0.0,62,Clear,sky is clear,2021-01-14 16:00:00,3362,LBS Marg
None,297.94,0.0,0.0,44,Clouds,broken clouds,2021-01-14 17:00:00,7187,LBS Marg
None,297.22,0.0,0.0,27,Haze,haze,2021-01-14 18:00:00,6818,Ghodbunder Road
None,296.71,0.0,0.0,25,Clouds,broken clouds,2021-01-14 19:00:00,5519,LBS Marg
None,297.93,0.0,0.0,30,Clouds,overcast clouds,2021-01-14 20:00:00,6953,LBS Marg
None,299.87,0.0,0.0,48,Clouds,broken clouds,2021-01-14 21:00:00,2162,Ghodbunder Road
None,298.47,0.0,0.0,6,Mist,mist,2021-01-14 22:00:00,1747,Sion-Panvel Highway
None,296.12,0.0,0.0,82,Clouds,overcast clouds,2021-01-14 23:00:00,2994,Ghodbunder Road
None,296.1,0.0,0.0,32,Clear,sky is clear,2021-01-15 00:00:00,734,Ghodbunder Road
None,298.84,0.0,0.0,81,Haze,haze,2021-01-15 01:00:00,792,Andheri-Kurla Road
Dussehra,296.18,0.0,0.0,63,Clouds,overcast clouds,2021-01-15 02:00:00,133,Ghodbunder Road
None,298.89,0.0,0.0,37,Clouds,broken clouds,2021-01-15 03:00:00,353,Link Road
None,299.53,0.0,0.0,12,Haze,haze,2021-01-15 04:00:00,466,SV Road
None,297.75,0.0,0.0,60,Clouds,broken clouds,2021-01-15 05:00:00,2159,SV Road
None,297.39,0.0,0.0,24,Haze,haze,2021-01-15 06:00:00,1745,Ghodbunder Road
Eid,299.61,0.0,0.0,59,Clouds,overcast clouds,2021-01-15 07:00:00,1321,Eastern Express Highway
None,296.23,0.0,0.0,72,Clouds,overcast clouds,2021-01-15 08:00:00,6256,Sion-Panvel Highway
None,297.66,0.0,0.0,89,Clouds,overcast clouds,2021-01-15 09:00:00,4935,Andheri-Kurla Road
Christmas,298.37,0.0,0.0,98,Clouds,broken clouds,2021-01-15 10:00:00,2899,Andheri-Kurla Road
None,298.63,0.0,0.0,44,Haze,haze,2021-01-15 11:00:00,2832,NH-48 Mumbai-Pune
None,299.01,0.0,0.0,2,Clouds,overcast clouds,2021-01-15 12:00:00,1964,Sion-Panvel Highway
None,297.9,0.0,0.0,53,Clouds,broken clouds,2021-01-15 13:00:00,2265,Sion-Panvel Highway
None,299.02,0.0,0.0,23,Clear,sky is clear,2021-01-15 14:00:00,1999,Link Road
Christmas,296.21,0.0,0.0,77,Clear,sky is clear,2021-01-15 15:00:00,961,Ghodbunder Road
None,299.22,0.0,0.0,50,Mist,mist,2021-01-15 16:00:00,1635,Sion-Panvel Highway
None,296.2,0.0,0.0,63,Clouds,overcast clouds,2021-01-15 17:00:00,6192,Andheri-Kurla Road
None,298.41,0.0,0.0,29,Haze,haze,2021-01-15 18:00:00,5407,LBS Marg
None,297.6,0.0,0.0,5,Clouds,overcast clouds,2021-01-15 19:00:00,7425,Ghodbunder Road
None,297.82,0.0,0.0,79,Clear,sky is clear,2021-01-15 20:00:00,5833,NH-48 Mumbai-Pune
None,297.07,0.0,0.0,35,Haze,haze,2021-01-15 21:00:00,3418,NH-48 Mumbai-Pune
None,296.79,0.0,0.0,49,Clouds,overcast clouds,2021-01-15 22:00:00,3019,Eastern Express Highway
None,297.3,0.0,0.0,17,Haze,haze,2021-01-15 23:00:00,3231,Jogeshwari-Vikhroli Link Road
None,296.32,0.0,0.0,82,Mist,mist,2021-01-16 00:00:00,476,Link Road
None,297.91,0.0,0.0,8,Haze,haze,2021-01-16 01:00:00,298,Link Road
None,297.76,0.0,0.0,15,Clouds,broken clouds,2021-01-16 02:00:00,432,Jogeshwari-Vikhroli Link Road
None,299.08,0.0,0.0,75,Clouds,overcast clouds,2021-01-16 03:00:00,252,Eastern Express Highway
None,297.06,0.0,0.0,3,Clouds,broken clouds,2021-01-16 04:00:00,1461,SV Road
None,299.57,0.0,0.0,93,Haze,haze,2021-01-16 05:00:00,2607,NH-48 Mumbai-Pune
None,299.79,0.0,0.0,17,Haze,haze,2021-01-16 06:00:00,2622,LBS Marg
None,299.25,0.0,0.0,84,Haze,haze,2021-01-16 07:00:00,1452,Link Road
Republic Day,296.15,0.0,0.0,67,Mist,mist,2021-01-16 08:00:00,712,LBS Marg
None,298.83,0.0,0.0,74,Mist,mist,2021-01-16 09:00:00,2024,Jogeshwari-Vikhroli Link Road
None,297.96,0.0,0.0,53,Clouds,overcast clouds,2021-01-16 10:00:00,1152,LBS Marg
None,296.43,0.0,0.0,96,Mist,mist,2021-01-16 11:00:00,3290,Link Road
None,297.53,0.0,0.0,67,Mist,mist,2021-01-16 12:00:00,3672,Sion-Panvel Highway
None,298.96,0.0,0.0,45,Clear,sky is clear,2021-01-16 13:00:00,3946,NH-48 Mumbai-Pune
None,296.85,0.0,0.0,66,Haze,haze,2021-01-16 14:00:00,3075,Western Express Highway
None,298.48,0.0,0.0,58,Clouds,overcast clouds,2021-01-16 15:00:00,1335,NH-48 Mumbai-Pune
Dussehra,298.34,0.0,0.0,99,Haze,haze,2021-01-16 16:00:00,897,Eastern Express Highway
None,299.42,0.0,0.0,5,Mist,mist,2021-01-16 17:00:00,2817,NH-48 Mumbai-Pune
None,299.52,0.0,0.0,49,Mist,mist,2021-01-16 18:00:00,2499,Link Road
None,298.98,0.0,0.0,29,Haze,haze,2021-01-16 19:00:00,1471,Link Road
None,299.45,0.0,0.0,51,Clouds,broken clouds,2021-01-16 20:00:00,1739,Jogeshwari-Vikhroli Link Road
None,297.47,0.0,0.0,35,Mist,mist,2021-01-16 21:00:00,2952,Sion-Panvel Highway
None,298.04,0.0,0.0,6,Mist,mist,2021-01-16 22:00:00,1649,Jogeshwari-Vikhroli Link Road
None,299.66,0.0,0.0,0,Clouds,broken clouds,2021-01-16 23:00:00,2223,Jogeshwari-Vikhroli Link Road
None,296.05,0.0,0.0,84,Mist,mist,2021-01-17 00:00:00,448,Ghodbunder Road
None,297.61,0.0,0.0,47,Clouds,broken clouds,2021-01-17 01:00:00,312,Eastern Express Highway
None,297.71,3.42,0.0,0,Thunderstorm,thunderstorm with rain,2021-01-17 02:00:00,113,Ghodbunder Road
None,296.58,0.0,0.0,86,Clouds,broken clouds,2021-01-17 03:00:00,321,Link Road
None,296.33,0.0,0.0,11,Clouds,overcast clouds,2021-01-17 04:00:00,2150,SV Road
None,297.73,0.0,0.0,51,Clouds,broken clouds,2021-01-17 05:00:00,2667,Jogeshwari-Vikhroli Link Road
None,296.21,0.0,0.0,67,Mist,mist,2021-01-17 06:00:00,1359,NH-48 Mumbai-Pune
None,296.79,0.0,0.0,33,Mist,mist,2021-01-17 07:00:00,2457,NH-48 Mumbai-Pune
None,296.47,0.0,0.0,9,Mist,mist,2021-01-17 08:00:00,2179,Andheri-Kurla Road
None,298.23,0.0,0.0,21,Clouds,overcast clouds,2021-01-17 09:00:00,2163,SV Road
None,298.21,0.0,0.0,86,Clear,sky is clear,2021-01-17 10:00:00,1052,Jogeshwari-Vikhroli Link Road
None,298.89,0.0,0.0,59,Clouds,overcast clouds,2021-01-17 11:00:00,3273,NH-48 Mumbai-Pune
None,297.73,0.0,0.0,88,Haze,haze,2021-01-17 12:00:00,4202,LBS Marg
None,299.8,0.0,0.0,32,Mist,mist,2021-01-17 13:00:00,4026,Eastern Express Highway
None,298.42,0.0,0.0,52,Haze,haze,2021-01-17 14:00:00,3475,Jogeshwari-Vikhroli Link Road
Diwali,299.52,0.0,0.0,3,Clear,sky is clear,2021-01-17 15:00:00,1082,Jogeshwari-Vikhroli Link Road
None,297.88,0.0,0.0,6,Clear,sky is clear,2021-01-17 16:00:00,1050,Western Express Highway
None,298.59,0.0,0.0,39,Haze,haze,2021-01-17 17:00:00,2047,Sion-Panvel Highway
None,296.67,0.0,0.0,23,Clouds,overcast clouds,2021-01-17 18:00:00,1636,NH-48 Mumbai-Pune
